Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Issue_Education,Issue_Environment,Issue_Financial,Issue_Foreign_Affairs,Issue_Healthcare,Issue_Military,Issue_Other,Issue_Social,trans_Car,trans_Foot_or_bicycle,trans_Motorcycle_or_truck,trans_Public_or_other,Occ_Hightech,Occ_Industry_or_other,Occ_Public_Sector,Occ_Services_or_Retail,Occ_Student_or_Unemployed
Blues,2,1392.932908,37618.08497,464.3109692,0,81.01916057,1,1,1,0.497267744,0.666613274,195.3252172,2.616516948,75.19399794,10.826,3174,9.667179151,659.4992848,2129.190175,61788.44724,1,6564.10438,25.68071815,478.5265508,5.397979752,216058.9871,79.05852417,0,0,767.9812446,9,332.6599444,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Khakis,1,721.1997642,237190.4214,240.3999214,0,986.6493301,0,1,-1,0.584302092,0.838345235,890.7307177,3.829818817,10.85039412,7.11,8890,38.14711471,956.2275518,11778.9484,115300.4267,0,973476.9005,30.92292922,809.0385576,37.63993722,58042.52213,60,0,2,1438.165032,6,957.7906053,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Greys,6,760.0381185,111305.7759,253.3460395,1,232.6296833,1,-1,1,0.218823653,0.365098448,671.404161,7.024189394,55.335103,5.998,6002,38.33315948,528.4712757,5450.371245,59379.56448,-1,193022.1568,22.98850312,105.2562001,30.68174047,64447.56177,40,2,1,728.97221,7,418.8275501,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Blues,1,2296.677098,341785.0878,765.5590327,0,446.4516428,1,1,-1,0.755061162,0.319139831,623.9067488,5.759738625,38.07800962,10.734,3266,98.2937515,375.3876372,5215.291702,43394.24302,0,199319.0693,19.37492289,283.5219044,36.31836653,586856.1916,60,0,2,508.0060838,10,251.0240921,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Whites,1,162.2939407,27298.58426,54.09798024,1,504.6137422,0,-1,1,0.803910339,0.617190418,486.1071231,4.08309876,45.90734779,6.935,3065,3.220595769,458.1654789,5962.46838,57087.29547,0,254635.0289,21.40480037,44.83842002,75.31438272,2990.689447,90,2,2,720.5412518,10,515.4618931,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Purples,10,168.1303627,19254.7678,56.04345425,0,343.5685408,1,-1,-1,0.976954692,0.902401154,636.2981619,8.600851244,45.8867437,4.218,5782,71.71845448,419.9738982,4275.633205,50035.28013,-1,118039.3423,20.4932647,138.2631965,57.29873667,3206.912218,60,0,3,642.6964729,11,460.7262209,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Browns,2,948.5576929,147464.1757,316.1858976,0,466.3844174,1,1,1,0.241838543,0.506686135,260.2009191,4.505868382,9.447836131,4.352,5648,95.30884968,457.2900838,5578.424342,55108.76777,-1,217514.4248,21.38434202,67.04827779,7.866209536,100299.7078,80,2,2,688.5696469,8,460.7402595,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Oranges,9,354.8013501,44405.29998,118.2671167,0,375.4661585,1,-1,1,0.078912803,0.311796347,502.8860874,7.67940497,29.24487439,3.451,8549,8.535266388,604.6793035,4964.020192,69564.68967,1,140974.8361,24.59022781,217.1293004,55.08443976,14115.37801,50,1,3,903.6584389,11,643.8008999,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Yellows,10,1148.940507,218636.8566,382.980169,0,570.8829707,0,-1,-1,0.090691996,0.788099672,66.79686066,4.902721152,70.41202935,10.796,3204,9.834818239,266.0937212,6241.017149,46748.44128,0,325907.3662,16.31237939,306.5559572,58.19972309,147066.79,90,2,5,639.0929306,14,685.0405688,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Purples,10,125.6920411,17023.74191,41.89734702,1,417.9443398,1,1,-1,0.789982742,0.23613877,952.6268535,9.909679152,78.96017677,4.862,5138,53.36288188,438.94384,5057.331078,54385.57214,1,174677.4712,20.95098661,106.2872437,88.54501802,1807.285035,70,0,3,701.3006543,11,528.9135286,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Violets,10,269.4587484,2028.419502,89.81958281,1,22.58326569,1,-1,-1,0.602977002,0.247833426,287.2215363,2.423445284,8.627880644,11.954,4046,75.01819911,127.3394643,480.5115855,14368.55071,-1,510.0038891,11.28447891,692.0660648,35.56373364,8167.377038,100,2,2,199.4177151,12,165.1077413,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Whites,3,503.6722683,83008.36436,167.8907561,0,494.4189084,1,1,1,0.195920507,0.302988902,198.7921209,7.325548399,35.90357024,1.217,8783,35.35364922,474.2555076,5892.700099,58405.39311,-1,244450.0569,21.77740819,35.86623061,26.36708762,28365.19674,100,2,4,738.4420882,10,524.3404811,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Blues,6,1069.877185,350635.9846,356.6257282,1,983.2043985,0,1,1,0.971437562,0.145735051,440.9255108,9.49862587,91.78470848,4.98,9020,73.78876482,485.0064171,10802.05682,72163.98169,0,966690.8893,22.02286124,532.7558117,45.00343248,127548.5358,60,2,3,896.7608576,11,723.8692846,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Violets,7,111.1572419,31877.58893,37.05241395,1,860.3377089,0,0.046357616,1,0.427916663,0.595966266,686.3274074,2.780140629,87.67260578,9.172,6828,40.67777421,820.1003525,10243.57779,93631.58444,1,740180.9733,28.6373943,488.9948992,40.25816368,1419.933794,100,1,2,1115.38094,14,582.5137038,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Purples,6,268.2295914,38807.47489,89.40986379,1,434.040197,1,1,1,0.189621563,0.02816936,476.0069258,8.494573256,55.08463799,6.039,3961,34.02354156,490.7192102,5321.84039,57404.58679,0,188390.8926,22.15218297,73.81540557,7.108937181,8093.533607,90,0,1,719.1462356,12,468.1898534,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Khakis,3,279.335228,88546.73387,93.11174266,1,950.9727918,0,1,-1,0.61721724,0.275538726,483.1646101,8.543805971,43.23896244,7.762,8238,4.33831797,843.8529839,11197.43389,105417.6491,0,904349.2507,20.63440299,721.0694144,77.14921117,8772.908364,70,2,4,1327.236116,10,945.342303,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Khakis,7,296.42735,77503.09808,98.80911665,0,784.3719355,0,-1,1,0.335033623,0.124826458,472.7886631,9.909407524,59.35608493,9.309,6691,82.11392618,569.1945201,8982.108396,74289.27648,0,615239.3332,23.85779789,338.6654453,98.73664035,9872.05065,100,1,0,925.9164348,16,670.4083463,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Khakis,9,572.5362841,5148.440172,190.845428,0,26.97701603,1,-1,1,0.540541491,0.320819452,117.1301885,2.385235108,99.12219218,10.07,5930,1.395741454,38.91655453,347.6032694,3714.172299,0,727.759394,31.32771871,824.7439862,63.95774146,36622.82283,90,1,0,40.81474555,15,6.184289739,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Oranges,4,113.5096256,14780.40743,37.83654185,0,390.6384333,1,-1,1,0.821608228,0.049625203,310.8994944,2.393584438,31.68455139,5.356,6644,18.34749735,563.5614329,5033.507199,61566.84973,-1,152598.3856,23.73944888,145.6100786,22.55368438,1479.440441,50,0,4,884.5940106,9,427.873119,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Reds,9,966.3846323,132770.3396,322.1282108,1,412.1661349,1,-1,1,0.430641284,0.365491588,280.4869104,2.953490517,36.38508373,8.286,3714,88.18234724,429.1724619,6195.808031,53862.8353,0,169880.9227,20.71647803,121.2707924,17.94365461,104098.7124,50,2,2,699.6938739,9,544.4440893,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Violets,1,57.19563238,18882.56979,19.06521079,0,990.4201947,0,1,1,0.329544757,0.114499985,407.9373425,5.955539651,36.51167837,12.626,3374,27.25243804,860.0636166,11624.32918,101727.14,-1,980932.1621,29.32684123,640.2309932,80.74325894,392.5474734,60,1,3,1222.771173,8,699.3437966,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Khakis,7,249.4487212,76375.08237,83.14957372,0,918.5264452,0,-1,-1,0.29882092,0.366789975,717.0661427,9.203504543,1.536145038,6.008,9992,73.44712284,878.680151,10942.62475,106286.1386,1,843690.8304,29.64253955,683.7528733,58.47062997,7007.001184,90,1,3,1325.638192,14,885.9468225,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Purples,10,99.66672337,12064.13947,33.22224112,1,363.1344263,1,-1,-1,0.50104589,0.922048935,235.2097519,3.091721749,98.32117646,5.184,4816,4.711242416,443.1683443,4517.680952,54858.7678,0,131866.6116,21.05156394,166.2313612,29.00221415,1146.939546,60,1,3,722.8174526,12,575.3050003,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Khakis,10,140.6022787,3977.947592,46.86742623,1,84.87659581,1,1,1,0.678273423,0.381045887,247.7171666,7.517524059,46.5420828,10.047,5953,68.24709219,282.8109483,1414.387855,24804.06599,1,7204.036515,16.81698392,662.2014837,93.67768301,2253.423067,80,1,1,279.0237737,13,32.01252133,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Khakis,1,982.8694522,224158.914,327.6231507,1,684.1974187,0,-1,-1,0.273349603,0.343828128,673.1501818,2.674294682,15.41315946,10.366,5634,49.82760262,660.3800374,8162.734262,85530.3311,-1,468126.1078,25.69786056,482.418011,12.35113307,107674.5521,60,0,1,1120.77421,9,916.0248694,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Purples,3,616.2338588,84172.47298,205.4112863,0,409.7753075,1,-1,1,0.994795331,0.121088807,690.6890376,4.501722935,36.50285776,6.792,3208,93.22745025,439.132097,4976.017269,54980.82479,0,167915.8026,20.95547893,124.3651818,11.57112194,42409.20781,60,2,2,716.2850442,12,560.1772522,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Purples,3,819.8679794,96226.61459,273.2893265,1,352.1052792,1,-1,-1,0.310681209,0.673617894,468.6561667,8.428680424,99.33629697,3.07,6930,42.05778141,407.623525,4336.299842,50218.81472,1,123978.1276,20.18968858,174.45609,38.31982836,74970.34528,100,1,1,654.7487215,14,505.3540423,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Khakis,5,552.9937209,177097.7786,184.3312403,1,960.7583519,0,-1,1,0.763724225,0.780648122,423.5623269,1.773117143,15.13034946,7.462,8538,62.65810807,893.6250239,11394.83357,108862.7661,0,923056.6107,29.89356158,734.3561283,63.0039291,34172.3374,90,0,1,1357.726884,12,914.7770545,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Reds,10,94.99203314,18715.30177,31.66401105,0,591.0590969,0,-1,-1,0.979584792,0.72581901,36.51762241,9.990835062,16.21874773,4.345,7655,5.722127296,422.6094079,6755.809784,56337.48338,-1,349350.856,20.55746599,126.8828401,50.43609231,1044.273607,40,0,4,710.7745095,6,542.6402654,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Browns,7,286.1801941,47472.69701,95.39339805,0,497.6518079,1,-1,1,0.710967256,0.60899298,447.0018265,0.757119153,6.320362561,0.65,9350,73.9772686,468.1891155,5912.896311,57258.84331,1,247657.322,21.63767815,32.61390301,85.01874397,9205.293789,90,1,2,717.7361094,8,493.2014492,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Blues,1,1678.307888,238334.333,559.4359627,0,426.0261208,1,1,-1,0.469891768,0.653320013,701.0242851,2.084670588,66.83846766,8.402,5598,5.416247947,974.8737211,6210.00865,105416.4385,0,181498.2556,31.22296785,611.1757992,43.28498007,313538.0323,79.05852417,0,0,1358.773674,8,877.5694263,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Khakis,4,590.0090466,192369.6582,196.6696822,0,978.1358066,0,-1,1,0.264813381,0.101336846,278.1256111,2.324012066,81.78445087,11.733,4267,37.78568511,970.1304156,11721.6189,117182.9733,1,956749.6561,31.14691663,834.9955764,73.08024166,38885.63358,100,0,2,1469.718593,15,997.5752762,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Khakis,2,238.8861524,60645.8035,79.62871748,1,761.6071866,0,-1,-1,0.658035114,0.157035664,749.847021,8.05919349,84.8118203,7.077,8923,53.28598064,612.0232483,8840.118363,83188.98533,-1,580045.5067,24.73910363,511.6542629,59.10020818,6430.361365,70,1,0,1089.586062,11,925.2088387,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Oranges,5,450.4685586,84915.7416,150.1561862,0,565.5161053,0,-1,1,0.265530406,0.547847363,723.9010097,9.585036305,72.83141674,8.001,3999,24.16198861,322.777695,6300.716443,46313.3198,1,319808.4654,17.966015,190.8743844,43.45724722,22707.03644,30,0,2,533.0042382,9,472.9274092,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Pinks,3,411.3617628,95963.67994,137.1205876,1,699.8488091,0,-1,1,0.663058061,0.490567293,661.7260624,9.170032283,69.7731619,5.908,4092,74.96848339,652.3461345,8303.18036,75488.14932,-1,62126.36772,25.54106761,251.3297973,49.97373831,18949.17613,80,2,2,904.9883326,9,495.7838613,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Oranges,7,321.7312578,47786.60579,107.2437526,1,445.5887138,1,1,1,0.457141113,0.190862604,131.5819072,0.307001937,57.61941753,8.965,3035,23.00852854,355.0351334,5165.957405,49192.50234,0,198549.3018,18.842376,171.8526126,53.3078647,11618.46623,50,2,2,651.3662204,10,574.5514578,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Greens,4,224.3079191,20880.67759,74.76930637,0,279.2680393,1,1,-1,0.707388933,0.853384693,282.1805205,8.072821083,90.16616712,6.695,3305,67.30205035,544.4953044,3881.671002,62588.31109,1,77990.63777,23.33442316,255.585137,71.71569574,5675.218481,60,0,1,828.4319272,11,620.9186986,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Purples,10,455.8764308,66808.77955,151.9588103,0,439.6505832,1,-1,-1,0.275763601,0.190512036,705.0911353,6.999667278,29.87619273,0.67,9330,35.24251091,394.5468202,5185.599473,51883.64753,0,193292.6353,19.86320267,134.8570175,84.03509618,25256.71288,70,1,5,678.3146312,10,558.5148694,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Greens,2,341.7705699,34619.0721,113.9235233,0,303.8799284,1,-1,1,0.649210676,0.061009196,459.0435184,9.240745418,27.84903792,5.574,4426,71.51286441,511.3233474,4061.445979,60932.75695,1,92343.01087,22.61246,260.3018014,70.90615218,13102.49269,70,2,1,813.6427093,13,646.1274076,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Khakis,4,406.4919866,122313.2964,135.4973289,0,902.6989491,0,-1,1,0.656815379,0.813442865,403.8156238,2.325838474,66.69758772,11.123,4877,40.90044042,824.7768348,10676.54316,103756.1439,-1,814865.3927,28.71892816,702.4244561,99.99220893,18505.02346,60,0,2,1320.136763,9,975.1354339,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Blues,5,1111.102802,13756.40984,370.3676007,1,37.14258433,1,-1,-1,0.509266757,0.970717127,884.7293954,4.577670526,22.98460603,6.615,7385,1.101080305,986.8945158,2345.214875,93321.59652,0,1379.571571,31.4148773,678.805249,10.8524716,137552.5272,60,0,3,1190.584786,8,597.3309269,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Purples,4,175.1088073,26520.36809,58.36960245,1,454.3523851,1,-1,-1,0.936843459,0.96643766,268.5073093,1.530117795,37.85626623,2.202,7798,24.90795592,399.1554392,5341.834729,51194.71119,-1,206436.0898,19.97887482,110.7072763,61.85237961,3475.380092,90,0,4,655.5074275,13,501.6645873,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Reds,6,194.3905788,27453.55125,64.79685961,1,423.6864474,1,1,1,0.434381399,0.250905269,403.8516846,0.794849487,0.350081781,6.756,5244,85.20646892,486.3235897,5209.511654,58807.36424,-1,179510.2057,22.05274563,93.42115377,99.21912379,4273.429875,50,0,0,756.1209071,8,552.1220632,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Purples,7,350.1984788,43047.23445,116.7328263,1,368.7671739,1,-1,1,0.690729253,0.528917355,792.917303,1.410909896,31.15361992,4.732,5268,85.02388978,382.0456431,4451.763025,50004.08172,0,135989.2286,19.5459879,190.8299683,19.83750795,13753.28555,80,0,1,667.0523247,12,572.669057,0.656788793,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Whites,5,73.51534307,13111.61416,24.50511436,1,535.0562323,0,-1,1,0.700322313,0.539480228,694.2320757,4.293851047,57.16163744,5.621,4379,0.758036785,385.2310743,6121.024472,49902.33057,1,286285.1718,19.62730431,136.8324356,22.58899331,635.0057441,60,0,4,617.3416047,7,434.2560291,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Khakis,1,394.178422,18282.10188,131.3928073,0,139.1408119,1,1,1,0.233057153,0.468312086,926.3970137,5.870314729,86.77501131,6.761,9239,94.54356665,372.0002223,2135.408563,33867.68105,-1,19360.16553,19.28730729,571.4810945,85.89486133,17405.46263,80,0,2,386.5897043,12,75.75084609,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Khakis,8,538.6485284,1646.321759,179.5495095,1,9.169179933,1,-1,1,0.676890326,0.515637266,932.6267524,9.724941934,6.99521245,9.508,6492,85.88594424,15.65019332,122.992186,1574.076421,0,84.07386065,3.956032523,847.5472882,64.95093245,32427.57586,80,1,1,18.61480711,14,7.225430256,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Turquoises,3,355.2871791,41573.1794,118.4290597,1,351.0386683,1,1,1,0.084499065,0.770240827,270.7860358,4.804302116,31.68464894,11.714,4286,83.91605804,240.7125148,3991.811713,28182.31309,1,123228.1466,15.51491266,476.8250581,56.63258079,14153.87124,70,1,0,316.041968,11,128.5936758,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Purples,9,352.235518,49767.28898,117.4118393,1,423.8694263,1,-1,-1,0.003620821,0.600455384,371.8981778,4.3430846,97.87969997,6.554,3446,0.910012098,412.3750989,5063.444461,51124.2179,-1,179665.2906,20.30702093,118.7078507,92.20955856,13912.95185,100,2,4,651.0990914,16,475.1491195,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Khakis,6,464.1212743,144638.4964,154.7070914,0,934.9183353,0,1,-1,0.401872481,0.845085628,257.4488509,7.294510603,41.00792063,7.275,8725,66.05960072,537.9622917,10425.10794,75234.28576,0,874072.2938,23.19401414,483.9586471,42.06983475,24098.99123,60,2,2,932.0859552,8,708.8561182,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Turquoises,10,964.504778,62311.06792,321.5015927,1,193.8126259,1,1,1,0.324469668,0.824890419,61.26148393,9.431342746,53.08629258,12.649,3351,74.21529363,107.2459084,2152.618076,14094.27872,0,37563.33398,10.35596004,640.943453,8.06387153,103694.7757,80,0,2,164.1589151,13,96.51266999,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Blues,8,1373.000444,69989.27661,457.6668148,1,152.926265,1,1,1,0.284764949,0.418095637,397.6685975,4.086523564,42.48761781,4.45,9550,65.56647215,846.7256303,3222.713911,89426.71526,-1,23386.44254,29.09855031,591.2256787,87.22341696,209926.5802,60,2,1,1192.322179,11,829.9529708,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Pinks,1,604.6790848,141393.1122,201.5596949,1,701.49497,0,-1,1,0.086104471,0.871737821,978.9305634,4.465412244,87.81877139,5.781,4219,73.77181195,680.3931287,8375.735958,77462.33017,1,492095.193,26.08434643,270.9910562,95.47325547,40837.87032,60,1,2,923.9264733,7,482.8463208,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Khakis,8,260.7269632,71961.16887,86.90898772,0,673.3886237,0,1,1,0.840788017,0.915921761,756.7897188,3.093402362,21.46316618,8.02,7980,84.58661321,552.7451584,9385.55096,76167.20204,-1,685594.0425,23.51053293,432.5629933,83.04784915,7650.081134,60,1,1,968.7818202,10,777.0211423,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Greens,4,596.6225053,50251.85852,198.8741684,1,252.6816777,1,-1,1,0.672435881,0.514503467,582.2895032,2.275888359,38.02621257,4.497,5503,36.66470798,478.4565899,3483.729956,57535.63292,1,63848.03023,21.87365058,290.3568975,84.37210417,39759.80903,80,0,2,781.172951,10,650.5877048,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Khakis,3,469.7138764,128730.0401,156.5712921,0,822.1816293,0,-1,-1,0.399007874,0.787653564,342.7159153,5.030924488,83.84675405,9.397,6603,96.97724057,741.4938125,9704.803918,91280.58269,0,675982.6316,27.230384,491.5231249,31.18794442,24681.14082,90,1,2,1140.518898,12,781.9126081,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Browns,1,497.3563389,59320.4016,165.7854463,1,357.8142891,1,-1,1,0.520708355,0.644232933,891.7693808,5.968743057,84.39327076,0.922,9078,2.399076521,376.5970622,4331.337015,45561.99144,-1,128031.0655,19.40610889,210.1713683,10.65135417,27660.59965,80,1,4,692.5167947,7,406.5818936,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Whites,6,130.7019944,20047.92626,43.56733146,0,460.1596102,1,1,1,0.596902569,0.894375051,306.610757,6.179170415,40.34149211,6.737,3263,30.94511486,445.4031133,5492.402329,54297.15037,-1,211746.8669,21.10457565,73.38982694,55.62625322,1951.679702,90,2,1,682.5785007,9,471.3994756,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Purples,2,59.01923138,6147.964814,19.67307713,1,312.5065171,1,1,-1,0.577233993,0.091191561,515.5454271,3.370322438,86.2833115,3.088,6912,76.19270023,446.0612521,4017.187676,52488.00157,-1,97660.32325,21.12016222,195.0983485,2.303188108,416.7030407,100,0,2,682.4990528,14,499.5865484,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Purples,6,876.2018771,122621.6639,292.0672924,0,419.8404515,1,-1,1,0.257281977,0.350556777,471.1080764,4.390274861,11.62488137,4.776,5224,95.95116372,386.5927727,4971.59006,48785.23543,0,176266.0047,19.66196258,142.9520776,42.39400334,85605.37056,100,2,3,622.9724524,12,466.1098236,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Purples,1,509.3019489,68193.86509,169.7673163,0,401.6901873,1,-1,1,0.554926513,0.530802174,196.0686562,6.627247806,54.38586872,4.781,5219,30.36148287,469.0340907,4954.970054,54558.67391,-1,161355.0066,21.65719489,117.401271,72.30803513,29000.709,80,2,5,1250.331108,12,443.7918901,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Khakis,2,158.5306888,2883.559742,52.84356295,0,54.56785238,1,-1,-1,0.30269058,0.017636772,554.2505155,2.20135882,2.232463472,7.022,8978,3.546635294,110.2915808,766.2616854,11744.41771,0,17896.99702,10.50197985,721.8885936,24.93464577,2855.285708,60,1,2,148.0548113,10,86.67120665,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Khakis,8,458.2353443,35120.73629,152.7451148,1,229.9303408,1,-1,-1,0.699795385,0.629154466,610.0605093,5.474299535,70.28426281,10.405,5595,23.99554921,270.4583007,2840.22001,30211.41842,0,52867.96162,16.44561646,462.509562,95.45419074,23493.8152,60,0,1,367.838952,8,202.8668945,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Purples,5,946.2622989,108225.022,315.4207663,0,343.1131794,1,-1,1,0.252880218,0.609220934,334.9312462,6.027012572,99.42314664,2.994,7006,16.89824667,471.8997025,4374.931199,56363.91142,0,117726.6539,21.72325258,168.8060491,80.58396219,99815.68059,60,1,1,736.8256408,12,555.6091812,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Reds,1,935.4267173,160582.4808,311.8089058,1,515.0028681,0,-1,1,0.702659294,0.227792038,404.4928493,9.938848971,2.912250184,4.605,7395,81.16219165,461.8960346,6073.82075,60458.80202,0,265227.9541,21.49176667,147.2051829,31.70502903,97546.60262,50,1,3,787.9039026,7,641.3943692,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Purples,6,23.75821517,3983.201408,7.919405055,0,502.9672533,0,1,-1,0.553452453,0.585682057,794.88419,0.268650628,85.94313406,5.621,4379,93.05745857,417.3763753,5864.425283,52834.78498,1,252976.0579,20.42979137,86.77064738,0.215818943,80.63638149,90,0,3,662.766586,11,473.6622458,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Violets,10,345.7827285,559.2806553,115.2609095,0,4.852301251,1,-1,1,0.794433003,0.419349075,232.8298958,5.008685521,51.12497709,7.277,8723,94.27728408,7.133683159,62.79037883,1099.019996,-1,23.54482743,2.670895573,847.9858565,62.51750479,13410.33817,100,2,2,16.59763675,15,19.38418357,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Pinks,2,766.3519402,178279.327,255.4506467,0,697.9012551,0,1,-1,0.728517649,0.580002395,345.6865961,5.290781659,59.27716498,4.211,5789,93.48268039,632.0878065,8243.188164,73699.29589,1,487066.1619,25.1413565,238.1467739,22.98101136,65520.48356,60,0.895196507,2,883.624587,5,489.9108712,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Browns,2,928.0982864,149019.9991,309.3660955,1,481.6946695,1,1,1,0.030713317,0.876233992,776.2340545,0.881853867,95.46720004,4.784,5216,2.411935572,454.4638068,5725.874308,54887.87394,-1,232029.7546,21.31815674,70.31151177,61.59967708,96026.74711,60,2,0,682.0121107,6,425.4720281,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Khakis,8,283.2707306,396.5815897,94.42357687,0,4.200027184,1,1,-1,0.421539222,0.450501961,470.4790376,0.014560316,83.3790689,9.115,6885,41.48420619,65.42465196,172.8495758,5677.950102,0,17.64022835,8.088550671,817.7632502,37.23394556,9020.235446,80,1,2,67.40169998,14,16.199021,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
